Height,Weight,Sex
190.24,88.21,1
160.95,115.13,1
161.04,56.25,0
169.57,53.31,1
171.44,54.65,0
161.17,73.61,0
149.69,45.32,0
143.43,77.20,0
171.58,75.64,1
177.33,111.45,1
161.71,55.76,0
162.77,59.37,0
165.54,67.11,1
176.67,106.64,1
142.82,40.88,0
154.62,63.13,0
153.10,61.88,0
177.73,67.70,1
141.48,35.17,0
182.60,75.62,1
179.00,79.02,1
161.36,69.38,1
147.63,68.53,0
139.84,56.88,0
149.21,42.02,0
130.58,39.73,0
161.37,41.95,0
134.17,50.11,0
125.41,78.22,0
178.88,69.79,1
144.04,50.87,0
169.61,61.47,1
168.28,55.07,1
158.17,62.37,0
158.78,87.74,1
167.45,74.09,1
157.49,78.29,1
174.73,77.30,1
169.34,47.52,1
170.98,41.98,1
174.27,74.90,1
156.78,95.98,1
156.81,49.08,0
134.31,79.76,0
184.97,75.04,1
166.12,72.14,1
168.43,96.40,1
129.95,64.12,0
156.96,65.59,0
169.66,72.27,1
155.23,69.47,0
154.94,73.28,0
146.80,97.19,0
148.58,60.94,0
157.52,65.39,0
159.20,73.30,0
164.44,63.33,1
190.40,64.54,1
162.18,90.36,1
178.45,91.83,1
183.14,56.73,1
133.77,60.12,0
162.11,65.87,0
172.92,64.45,1
161.87,90.31,1
150.51,56.63,0
139.31,63.84,0
179.87,70.35,1
174.15,54.58,1
167.17,78.57,1
173.96,67.85,1
177.69,8.53,1
145.17,55.25,0
146.51,55.76,0
165.82,44.16,1
165.35,57.76,0
159.11,72.39,0
156.03,79.19,1
157.93,43.29,0
171.84,64.56,0
176.54,91.71,1
182.08,84.92,1
182.13,74.19,1
140.57,75.91,0
151.26,47.44,0
181.46,72.00,1
182.07,92.97,1
175.87,82.03,0
143.21,53.60,0
123.01,40.55,0
132.34,61.38,0
147.21,69.67,0
165.64,74.00,1
173.55,71.11,1
175.85,54.61,1
154.37,80.76,1
159.27,75.04,1
166.14,76.14,1
161.03,54.43,0
164.91,64.94,0
149.19,53.17,0
160.31,59.77,0
178.36,65.50,1
164.21,82.78,1
169.82,78.20,1
133.91,69.58,0
147.20,51.42,0
162.74,48.24,0
152.89,65.97,0
140.33,59.67,0
150.45,66.36,0
136.30,76.74,0
182.76,64.30,0
167.20,76.72,1
162.41,71.65,1
162.74,71.61,1
150.03,72.18,0
179.98,54.69,1
175.96,67.06,1
154.70,56.52,1
167.71,67.40,1
163.43,75.80,1
170.20,76.61,1
133.15,76.96,0
147.22,67.79,0
163.16,52.76,0
173.82,43.39,0
139.34,58.23,0
150.13,59.64,0
167.16,58.73,1
164.20,89.87,1
178.19,81.54,1
161.88,58.92,0
149.51,44.50,0
160.42,72.48,0
158.65,66.36,1
178.89,80.45,1
162.97,68.25,1
176.61,54.17,1
179.06,79.68,1
172.70,66.75,1
174.21,73.67,1
164.47,83.06,1
161.59,61.75,0
151.22,64.72,0
137.55,60.38,0
145.83,50.93,0
178.35,53.49,1
170.34,41.00,1
161.35,58.95,1
130.47,69.53,0
167.52,67.25,0
176.15,91.66,1
180.51,70.24,1
150.79,57.52,0
159.79,60.26,0
154.36,93.29,1
160.80,88.08,1
161.69,80.92,1
157.24,90.31,1
171.33,63.09,1
148.66,79.58,0
157.21,73.77,0
158.41,56.41,0
143.54,63.09,0
137.90,54.30,0
159.51,56.81,0
185.56,69.82,1
166.04,69.78,1
155.72,58.36,0
166.51,58.32,0
132.88,80.07,0
130.99,82.67,0
149.17,56.44,0
148.27,74.45,0
163.55,83.33,1
167.63,69.50,1
179.24,68.33,1
170.66,65.07,1
171.38,56.95,1
145.22,46.15,0
135.23,65.19,0
145.27,54.57,0
127.77,50.40,0
187.13,52.40,1
173.69,76.54,1
163.53,57.30,1
152.35,65.55,1
167.56,110.79,1
183.19,96.57,1
137.90,67.28,0
145.56,51.99,0
174.56,70.31,0
161.06,53.96,0
155.13,68.78,0
152.85,54.75,0
152.19,56.79,0
173.38,93.71,1
166.25,76.15,1
182.59,49.65,1
147.76,68.74,0
133.57,55.30,0
168.86,70.45,1
169.55,68.11,1
157.98,82.84,1
181.59,98.41,1
170.21,60.88,1
142.54,74.82,0
166.64,68.77,0
145.38,93.04,0
149.68,69.46,0
155.18,56.27,0
147.40,49.25,0
151.13,67.52,0
170.04,88.08,1
185.34,86.72,1
156.23,64.00,1
168.71,54.57,1
179.18,81.96,1
155.24,66.71,0
143.47,70.61,0
166.45,66.08,0
142.21,50.24,0
146.44,53.28,0
143.07,56.89,0
179.80,70.73,1
173.15,65.88,1
162.08,70.18,1
148.05,82.05,0
150.69,44.81,0
140.83,67.83,0
141.52,51.96,0
183.92,75.70,1
153.12,53.03,0
172.83,72.81,1
160.47,92.82,1
130.47,53.51,0
153.56,42.89,0
124.93,87.03,0
141.66,62.73,0
174.54,50.55,1
148.35,63.91,0
150.08,65.92,0
155.63,48.89,1
163.97,57.18,0
160.38,77.49,0
145.01,66.28,0
162.43,80.49,0
137.97,63.67,0
145.89,80.52,0
180.38,52.64,1
145.05,66.65,1
190.41,90.25,1
154.37,73.72,0
150.07,60.31,0
138.90,71.77,0
168.03,90.04,1
170.24,80.65,1
167.49,69.19,1
168.58,54.72,1
179.05,66.42,1
172.03,80.42,1
176.59,72.05,1
165.14,57.87,0
147.23,63.70,0
173.56,73.20,1
193.28,82.50,1
174.55,67.31,1
141.70,46.64,0
158.56,61.10,0
152.40,37.26,0
157.92,64.36,0
166.67,48.03,1
177.47,98.54,1
169.32,90.45,1
134.83,68.27,0
143.62,62.91,0
162.01,66.45,1
167.34,61.63,1
150.25,86.49,0
166.74,70.41,0
155.93,68.56,1
152.98,51.93,0
164.73,44.72,0
148.54,55.62,0
176.22,72.14,0
178.35,57.68,1
171.54,72.37,1
171.94,81.86,1
150.81,24.57,0
134.01,34.21,0
119.34,55.83,0
156.14,31.39,0
126.40,75.09,0
176.38,67.44,1
176.95,63.66,1
139.08,62.56,0
140.72,48.60,0
155.85,60.11,0
136.54,49.96,0
151.85,63.28,1
181.89,89.08,1
183.47,84.43,1
158.16,102.04,1
150.62,92.91,0
151.78,48.93,0
167.03,89.34,1
147.52,62.70,0
157.38,54.86,0
183.48,77.01,1
183.61,85.87,1
154.05,91.01,1
158.74,75.16,0
144.26,50.34,0
152.49,40.30,0
163.95,73.62,0
178.97,73.16,1
152.01,72.02,1
166.03,100.28,1
166.75,85.73,1
169.63,66.27,1
179.32,95.28,1
147.79,55.48,0
168.00,46.45,1
176.07,55.80,1
154.85,66.26,0
145.32,83.69,0
154.80,42.44,0
136.57,55.27,0
176.88,76.43,1
137.71,67.82,0
165.35,56.45,0
130.76,59.97,0
146.42,76.25,0
153.52,69.57,0
170.95,66.37,1
175.94,76.27,1
168.62,88.93,1
151.78,70.70,0
139.88,50.47,0
156.62,86.86,1
150.34,83.63,1
159.50,53.37,0
167.84,67.84,0
162.51,64.87,1
171.46,89.40,1
162.90,56.46,0
151.81,50.08,0
142.98,61.67,0
167.87,52.88,0
139.13,67.60,0
174.42,44.91,0
150.01,53.48,0
154.18,64.59,0
179.03,58.24,1
155.27,56.57,1
162.30,52.12,0
172.27,80.59,1
175.79,71.99,1
145.63,67.91,0
148.96,80.21,0
141.22,83.79,0
147.54,64.61,0
143.92,55.65,0
173.60,81.70,1
141.29,51.61,1
184.21,90.21,1
169.65,70.62,1
171.15,62.33,1
153.27,85.02,0
160.03,67.01,1
148.76,101.64,1
172.65,79.71,1
127.82,56.02,0
159.74,53.51,0
160.29,63.48,0
166.16,73.32,0
160.52,91.49,1
173.16,86.22,1
169.89,97.34,1
181.57,71.67,1
189.61,55.04,1
170.95,96.34,1
166.31,72.28,1
163.82,67.17,0
139.58,72.78,0
161.15,68.59,1
158.18,66.24,1
143.22,76.30,0
141.04,75.17,0
160.71,92.59,0
128.28,57.88,0
141.22,39.56,0
161.33,82.71,0
158.38,92.29,1
160.56,76.94,1
158.71,76.64,1
172.54,64.66,1
179.69,77.05,1
162.62,68.61,1
158.53,57.53,0
144.74,52.28,0
161.33,74.64,0
121.77,72.93,0
172.84,45.13,1
163.57,99.45,1
169.91,85.81,1
165.17,61.73,0
157.90,72.49,0
166.40,86.80,1
149.18,52.37,0
157.42,68.60,0
149.25,69.32,0
136.55,56.55,0
153.65,68.04,0
129.43,80.96,0
155.94,56.45,0
139.71,78.00,0
154.39,84.92,0
177.92,86.59,1
166.95,113.09,1
158.41,56.87,1
164.60,52.15,1
156.14,54.86,0
141.74,68.18,0
183.67,73.92,1
151.20,64.45,1
162.86,74.08,1
136.53,60.39,0
157.44,84.59,0
138.41,70.69,0
151.97,82.26,0
146.49,63.73,0
142.71,71.76,0
173.93,50.00,1
178.33,72.97,1
176.93,98.45,1
168.76,89.31,1
164.18,73.52,1
180.18,72.05,1
135.94,84.21,0
152.23,55.84,0
157.68,63.31,0
146.79,79.73,0
151.64,64.65,0
139.07,82.57,0
154.70,80.90,1
164.60,79.31,1
135.39,54.46,0
167.69,62.63,0
162.38,60.54,0
159.01,50.52,0
159.67,100.77,1
171.59,67.66,1
174.78,50.30,0
145.51,67.14,0
170.73,51.21,1
157.02,78.84,1
142.86,50.80,0
160.39,67.49,0
155.12,103.23,1
173.97,68.51,1
184.53,58.12,1
164.93,104.16,1
174.57,91.64,1
157.71,89.31,1
174.73,49.72,1
157.95,48.20,0
167.97,63.86,0
162.09,53.62,0
129.00,71.79,0
171.24,76.63,1
166.24,59.83,1
159.71,65.01,1
174.54,78.03,1
159.67,67.67,1
142.06,69.08,0
155.00,68.31,0
165.44,57.85,0
171.58,50.81,0
164.15,71.78,1
173.35,83.78,1
144.98,78.85,0
150.00,65.12,0
141.16,59.95,0
176.06,86.96,1
162.91,68.76,1
179.90,43.86,1
141.67,61.01,0
150.35,67.09,0
154.65,59.89,0
172.83,85.28,1
173.43,77.42,1
125.97,73.60,0
183.04,80.55,1
165.39,68.36,1
173.13,80.99,1
159.88,73.67,1
142.74,49.87,0
155.45,54.38,1
175.97,65.09,1
172.04,76.50,1
161.08,50.28,1
174.51,95.35,1
179.44,81.91,1
137.09,44.96,0
146.12,73.90,0
157.31,66.85,1
165.32,85.36,1
133.94,62.49,0
134.44,38.82,0
160.32,71.95,0
175.84,67.51,0
170.55,86.85,1
181.18,85.73,1
180.85,104.23,1
162.50,59.96,1
178.35,83.55,1
163.57,63.72,0
170.15,56.24,0
182.37,72.29,1
173.26,84.82,1
157.62,62.47,0
155.93,61.99,0
126.30,50.74,0
169.98,87.06,1
175.50,74.45,1
158.90,68.57,1
181.02,60.57,1
147.20,63.12,0
129.45,81.40,0
151.35,63.48,0
160.17,63.71,0
174.49,90.13,1
175.77,64.08,1
143.45,52.97,0
184.28,66.52,1
132.83,60.44,0
135.17,53.93,0
166.05,59.88,0
164.05,74.37,1
171.88,64.77,1
146.88,51.03,0
125.27,68.46,0
173.37,90.61,1
159.61,57.16,0
153.32,79.31,0
144.79,36.58,0
171.40,69.68,1
150.77,61.25,1
153.47,37.87,0
152.18,59.06,0
156.47,49.67,1
172.32,86.97,1
136.54,72.59,0
156.00,58.08,0
175.92,71.58,1
181.04,70.69,1
187.17,72.98,1
184.83,83.24,1
164.02,97.37,1
160.83,75.76,1
173.75,65.55,1
173.37,57.74,1
174.73,63.65,1
148.46,67.49,0
168.31,73.28,1
158.24,50.72,0
157.23,52.77,0
147.16,68.70,0
163.85,60.93,1
199.86,87.05,1
143.84,48.37,0
161.71,73.45,0
171.57,74.15,1
184.50,74.68,1
171.57,62.07,1
170.80,69.52,1
172.45,69.20,1
162.64,100.84,1
185.51,52.75,1
156.19,73.49,1
163.38,58.77,0
145.86,45.28,0
167.53,78.13,1
189.87,63.78,1
177.39,40.28,1
162.47,60.10,0
141.67,70.76,0
144.98,58.31,0
147.65,58.13,0
190.69,96.40,1
169.11,54.89,1
177.48,85.77,1
165.76,78.33,1
155.81,70.71,0
168.74,73.59,0
162.06,58.12,0
138.20,69.12,0
150.07,46.46,0
129.39,73.66,0
160.04,70.59,1
180.22,66.11,1
126.48,63.22,0
137.95,45.80,0
176.19,41.23,1
170.86,77.31,1
149.58,66.27,0
149.04,49.29,0
169.33,61.61,1
158.50,65.71,1
149.61,66.96,0
177.60,76.20,1
182.78,81.95,1
182.61,72.38,1
201.43,89.82,1
153.60,70.02,0
139.57,70.44,0
143.72,49.41,0
139.93,62.31,0
142.22,59.65,0
155.18,62.14,0
150.57,57.14,0
181.84,67.72,1
177.80,34.73,1
179.76,85.41,1
162.52,46.48,0
147.06,62.49,0
153.71,59.21,0
142.06,71.74,0
164.13,72.56,1
172.51,71.38,1
167.41,107.00,1
153.12,62.23,0
152.80,57.87,0
155.33,53.79,0
166.81,83.14,0
135.77,48.99,0
146.04,53.72,0
153.93,56.54,0
151.92,81.95,0
172.14,63.91,1
173.58,89.19,1
169.60,97.50,1
191.48,62.19,1
155.85,100.92,1
168.54,90.72,1
177.16,99.55,1
170.22,78.24,1
160.22,52.09,0
158.59,72.73,0
142.59,60.14,0
171.45,73.64,1
180.55,92.92,1
150.42,62.66,0
158.32,75.66,0
189.43,59.06,0
181.79,35.47,1
183.81,60.28,1
163.14,91.70,1
160.41,77.99,1
188.10,61.91,1
156.22,74.67,1
178.34,78.26,1
140.84,45.20,0
155.48,69.44,0
169.83,76.46,1
147.17,50.37,1
170.55,72.24,1
179.66,81.02,1
128.60,38.92,0
130.31,79.14,0
155.32,64.58,0
146.73,71.18,0
150.32,58.45,0
167.75,96.00,1
164.15,71.03,1
178.52,63.13,1
181.41,88.05,1
183.07,44.58,1
149.20,57.44,0
169.48,48.83,0
147.86,63.90,0
160.28,73.09,0
152.67,67.70,0
134.26,78.99,0
162.76,62.14,1
138.77,68.58,0
143.48,61.89,0
154.93,69.95,0
169.68,59.65,0
169.09,64.55,1
185.68,78.25,1
180.83,88.58,1
164.64,51.21,0
159.12,49.09,0
169.21,70.76,1
174.04,77.23,1
186.64,92.33,1
171.64,98.86,1
177.30,83.42,1
178.63,72.33,1
159.88,67.46,0
145.71,71.34,0
152.70,71.47,0
142.08,66.39,0
166.21,94.03,1
162.12,57.05,1
167.97,117.99,1
177.40,74.85,1
151.52,112.26,1
152.34,89.31,1
168.42,71.03,1
157.24,50.57,1
150.31,58.02,0
158.86,70.53,0
152.18,56.75,0
159.76,50.14,0
168.30,75.95,0
184.73,80.21,1
172.27,62.98,1
156.96,45.51,1
135.42,64.25,0
148.56,61.13,0
170.69,76.09,1
176.34,83.36,1
166.67,52.95,1
149.18,44.33,0
120.80,68.32,0
143.22,54.04,0
165.45,71.84,1
177.52,85.98,1
158.46,65.47,1
178.61,70.55,1
161.48,58.29,0
161.80,51.32,0
141.98,71.51,0
175.43,86.07,1
165.98,85.82,1
179.95,114.66,1
141.02,44.90,0
159.94,39.74,0
145.40,65.34,0
154.10,63.40,0
146.88,68.74,0
180.94,67.86,1
139.91,63.12,0
151.58,61.55,0
134.88,58.13,0
169.70,59.92,0
143.37,62.85,0
155.39,58.54,0
177.03,80.75,1
158.11,63.50,1
159.38,71.62,1
147.17,52.04,0
150.22,70.06,0
169.15,74.55,0
138.73,77.14,0
149.13,58.33,0
156.32,71.08,0
153.59,58.09,0
148.94,68.53,0
160.67,80.70,1
178.09,81.46,1
166.23,80.89,1
163.97,87.43,1
163.30,80.41,1
161.67,67.70,0
147.06,86.08,0
165.19,55.64,0
167.94,54.95,1
172.80,72.34,1
171.44,81.31,1
170.52,65.59,1
163.31,82.10,1
157.34,76.09,0
166.47,47.69,1
155.05,80.36,0
148.41,57.79,0
158.99,64.42,0
129.28,43.93,0
184.01,75.74,1
171.01,93.85,1
153.20,57.93,0
138.14,75.38,0
145.72,68.72,0
174.04,65.64,1
162.42,50.88,1
176.85,77.62,1
158.66,57.77,0
136.16,47.83,0
147.61,58.13,0
168.00,72.62,0
168.77,56.64,1
178.42,80.35,1
183.50,46.86,1
171.97,92.32,1
161.67,102.05,1
159.58,78.43,1
141.11,64.45,0
172.58,74.29,0
154.74,63.43,0
171.75,71.82,1
169.54,81.55,1
176.37,58.79,1
175.22,81.25,1
173.18,95.35,1
178.01,68.02,1
168.74,100.77,1
140.69,71.73,0
176.53,87.85,1
164.33,103.08,1
165.11,44.91,0
151.49,49.55,0
163.31,56.25,0
178.50,28.41,1
154.56,72.63,1
174.48,72.16,1
177.39,51.77,1
157.57,92.53,1
162.46,50.34,1
170.21,52.61,1
149.08,53.05,0
149.01,40.94,0
176.04,77.27,0
157.11,58.97,1
163.87,70.39,1
160.44,64.33,0
145.59,50.32,0
148.01,75.94,0
159.46,56.97,0
171.89,63.45,1
171.54,63.22,1
173.39,77.24,1
165.60,93.66,1
195.06,61.39,1
148.60,37.07,0
136.76,75.62,0
148.44,70.39,0
140.30,54.89,0
169.39,72.37,1
176.70,107.82,1
165.05,83.54,1
138.93,32.98,0
149.64,52.76,0
151.87,73.36,0
164.88,71.56,1
180.65,86.62,1
167.57,55.88,1
149.48,60.80,0
112.60,56.91,0
157.19,50.16,0
176.33,97.89,1
161.04,57.94,0
176.12,62.90,0
140.66,66.32,0
166.56,62.92,1
183.13,58.46,1
186.27,50.47,1
162.21,78.54,1
157.41,59.09,0
138.12,67.53,0
138.66,59.44,0
146.85,68.51,0
170.75,59.00,1
152.72,50.52,0
149.08,72.03,0
138.42,66.55,0
170.79,52.40,1
151.23,78.01,0
146.43,53.91,0
145.31,66.65,0
153.97,51.43,0
164.40,67.40,1
167.83,96.66,1
183.48,69.07,1
176.90,73.09,1
165.64,63.64,0
149.60,66.08,0
139.14,72.94,0
168.10,95.12,1
156.65,39.17,0
174.23,73.35,1
167.60,117.97,1
137.78,72.84,0
179.06,56.53,1
147.78,76.09,0
139.36,59.91,0
155.53,60.62,0
160.88,92.97,1
173.32,78.69,1
174.43,83.66,1
169.48,101.87,1
173.62,45.00,1
164.68,86.33,1
127.08,71.84,0
164.40,54.55,1
181.75,78.77,1
165.99,52.71,1
176.72,87.76,1
171.92,55.78,1
162.48,53.70,0
175.74,45.02,1
186.68,74.89,1
175.23,96.23,1
167.06,65.77,1
174.16,71.42,1
155.45,88.55,1
155.00,66.40,0
166.02,57.23,0
147.83,90.71,0
184.12,81.94,1
180.95,75.16,1
173.63,83.76,1
159.42,73.89,0
135.96,80.92,0
149.68,84.60,0
147.62,46.63,0
152.88,67.69,0
192.61,92.00,1
157.76,68.59,1
161.33,77.88,1
167.62,75.33,1
170.10,83.31,1
180.15,86.09,1
151.96,83.89,0
131.39,68.11,0
178.03,50.07,1
177.78,38.12,1
174.70,77.00,1
139.64,78.61,0
161.43,77.58,0
154.97,50.69,0
148.75,51.79,0
170.95,100.73,1
188.43,71.09,1
139.32,68.79,0
140.22,64.73,0
139.23,33.14,0
155.12,60.50,0
120.81,73.17,0
172.00,50.71,1
152.90,68.13,0
143.14,65.42,0
171.71,37.68,0
189.09,71.61,1
151.10,54.43,0
157.61,51.74,0
150.53,66.24,0
177.49,61.90,1
147.88,62.07,0
169.12,57.51,0
166.14,69.21,1
154.83,68.02,0
151.53,77.40,0
164.73,59.96,1
166.72,89.69,1
180.72,58.74,1
153.22,49.79,0
152.68,56.76,0
133.68,62.67,0
129.44,75.16,0
163.54,70.92,0
133.80,48.81,0
147.69,67.77,0
168.80,86.93,1
168.35,70.85,1
154.36,63.51,0
138.18,56.58,0
154.37,53.74,0
177.44,81.28,1
173.58,83.58,1
150.93,50.51,1
170.98,81.95,1
137.58,55.34,0
177.32,86.52,1
143.46,71.48,0
164.82,38.68,0
151.96,48.35,0
153.71,71.63,0
167.92,72.89,1
179.50,82.53,1
149.41,50.36,0
171.39,42.26,0
155.17,60.92,0
179.27,64.73,1
180.41,83.92,1
134.95,76.90,0
172.46,92.70,1
168.88,75.05,1
176.60,49.96,1
144.82,65.97,0
162.40,45.28,0
188.23,85.81,1
150.83,49.66,0
157.09,64.34,0
162.99,45.58,0
154.76,48.92,0
185.08,82.74,1
